doc_id,sentence_id,corpus,date,findspot,translation,transliteration,normalized_transliteration,lemma_forms,mdc,semantic_text
D032083,IBUBd1gi7sGKZkLstQet7vUBZVQ,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),O Pepi!,hꜣ Ppy,ha ppy,hꜣ | Ppy,hA ppy,Translation: O Pepi! | Transliteration: hꜣ Ppy | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D052242,IBUBdyzOnwfBs0uwoVCLZzvMjlY,bbawtotenlit,TIP - Roman times,Middle Egypt (from Kairo to Assiut),"""Oh (Ihr) Großen des Palastes, (Ihr) Großen von Heliopolis, die im Sokartempel sind (und) die Verborgene (Dinge) sehen in der großen Krypte in Memphis!""","j Wr.w.pl-ꜥḥ,t Wr.w.pl-Jwnw-jm,j.pl-Ḥw,t-Skr-mꜣꜣ-jmn.pl-m-Štꜣ,t-ꜥꜣ.t-m-Jnbw-ḥḏ",j wr.w.pl-aht wr.w.pl-jwnw-jmj.pl-hwt-skr-maa-jmn.pl-m-stat-aa.t-m-jnbw-hd,j | Wr.w-ꜥḥ.t | Wr.w-Jwn.w-jm.jw-ḥw.t-Zkr-mꜣꜣ-jmn.w-m-šty.t-ꜥꜣ.t-Jnb.w-ḥḏ,"j wr.w.pl-aH,t wr.w.pl-jwnw-jm,j.pl-Hw,t-skr-mAA-jmn.pl-m-StA,t-aA.t-m-jnbw-HD","Translation: ""Oh (Ihr) Großen des Palastes, (Ihr) Großen von Heliopolis, die im Sokartempel sind (und) die Verborgene (Dinge) sehen in der großen Krypte in Memphis!"" | Transliteration: j Wr.w.pl-ꜥḥ,t Wr.w.pl-Jwnw-jm,j.pl-Ḥw,t-Skr-mꜣꜣ-jmn.pl-m-Štꜣ,t-ꜥꜣ.t-m-Jnbw-ḥḏ | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Middle Egypt (from Kairo to Assiut)"
D031265,IBUBdQXLKlDBMEIHgtqhRL3yZNQ,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Der Horizont(?) spendet(?) dem Horus von Hierakonpolis.,"jdi̯ ꜣḫ,t n Ḥr(,w)-nḫn(,j)",jdi aht n hrw-nhnj,jdi̯ | ꜣḫ.t | n | Ḥr.w-Nḫn.j,"jdi Ax,t n Hr(,w)-nxn(,j)","Translation: Der Horizont(?) spendet(?) dem Horus von Hierakonpolis. | Transliteration: jdi̯ ꜣḫ,t n Ḥr(,w)-nḫn(,j) | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D087099,IBUBd45QaDYfsEgfhz1lZYdcxYw,tb,TIP - Roman times,Upper Egypt (South of Assiut),"Erhebe dich, Unnahbarer in Heliopolis, den Re im Benben-Tempel gezeugt hat!","ṯzi̯ ṯw ḏsr m Jwn,w wtṯ.n Rꜥ,w m ḥw,t-bnbn",tzi tw dsr m jwnw wtt.n raw m hwt-bnbn,ṯzi̯ | ṯw | ḏsr | m | Jwn.w | wtṯ | Rꜥw | m | Ḥw.t-bnbn,"Tzi Tw Dsr m jwn,w wtT.n ra,w m Hw,t-bnbn","Translation: Erhebe dich, Unnahbarer in Heliopolis, den Re im Benben-Tempel gezeugt hat! | Transliteration: ṯzi̯ ṯw ḏsr m Jwn,w wtṯ.n Rꜥ,w m ḥw,t-bnbn | Corpus: tb | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D036199,IBUBd643Qs2OdklQkbxFlNYptbk,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Zurück, Verborgener (Schlange)!",ḥꜣ =k jmn,ha k jmn,ḥꜣ | =k | jmn,HA =k jmn,"Translation: Zurück, Verborgener (Schlange)! | Transliteration: ḥꜣ =k jmn | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D074760,IBUBd0rV2aQfvknvvjw3NbcSgD4,sawlit,NK,Upper Egypt (South of Assiut),Dann sagte er (sich):,jw =f ḥr ḏd,jw f hr dd,jw | =f | ḥr | ḏd,jw =f Hr Dd,Translation: Dann sagte er (sich): | Transliteration: jw =f ḥr ḏd | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)
D031767,IBUBd7asJPMJqUNQmIJEiIou0yM,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Dieser Pepi ist zu dir gekommen, Re, (du) 'Der keine Grenze hat', damit er dich rudere, damit er dich schütze.",jwi̯.n Ppy pn ḫr =k Rꜥw N-ḏr≡f ẖni̯ =f ṯw stp =f zꜣ jr =k,jwi.n ppy pn hr k raw n-drf hni f tw stp f za jr k,jwi̯ | Ppy | pn | ḫr | =k | Rꜥw | n-Ḏr=f | ẖni̯ | =f | ṯw | stp | =f | zꜣ | r | =k,jwi.n ppy pn xr =k raw n-Dr≡f Xni =f Tw stp =f zA jr =k,"Translation: Dieser Pepi ist zu dir gekommen, Re, (du) 'Der keine Grenze hat', damit er dich rudere, damit er dich schütze. | Transliteration: jwi̯.n Ppy pn ḫr =k Rꜥw N-ḏr≡f ẖni̯ =f ṯw stp =f zꜣ jr =k | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D086981,IBUBd010rY5a2UD9hCjdKjekqPg,tb,NK,Upper Egypt (South of Assiut),"Möget ihr mich vor dem ""Wütenden"" dieser Insel der Rechtschaffenen retten","nḥm =ṯn wj m-ꜥ ꜣd,w n jw pn n mꜣꜥ,tj.w",nhm tn wj m-a adw n jw pn n maatj.w,nḥm | =ṯn | wj | m-ꜥ | Ꜣd.w | n.j | jw | pn | n.j | mꜣꜥ.tj,"nHm =Tn wj m-a Ad,w n jw pn n mAa,tj.w","Translation: Möget ihr mich vor dem ""Wütenden"" dieser Insel der Rechtschaffenen retten | Transliteration: nḥm =ṯn wj m-ꜥ ꜣd,w n jw pn n mꜣꜥ,tj.w | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D051441,IBUBdWFOwIrfz07thp91erur7a8,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Die Flamme frißt dich!""","wnm tw nsr,t",wnm tw nsrt,wnm | tw | nsr.t,"wnm tw nsr,t","Translation: ""Die Flamme frißt dich!"" | Transliteration: wnm tw nsr,t | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D099141,IBUBd5qGdldM3kK7oQHEQomZSQU,tb,NK,Upper Egypt (South of Assiut),"Oh, ihr Sieben Weisen, die die Waage tragen in jener Nacht des Berechnens des Udjat-Auges, die die Köpfe abschneiden und die Nacken abtrennen, die die Herzen rauben und die Herzen wegnehmen, die ein Gemetzel auf der Insel der ""Flammenden"" veranstalten, ich kenne euch!","j ḏꜣjs,w ⸢7⸣ jpw rmni̯.w mḫꜣ,t grḥ pwy n jp wḏꜣ,t znn!.yw tp.pl jww!.yw nḥb.w,t jṯṯ!.y jb.pl ḫnp.y ḥꜣ,tj.w jrr!.yw šꜥ,t m jw n Nsr,t r[ḫ.n] =[j] ṯn",j dajsw 7 jpw rmni.w mhat grh pwy n jp wdat znn.yw tp.pl jww.yw nhb.wt jtt.y jb.pl hnp.y hatj.w jrr.yw sat m jw n nsrt rh.n j tn,j | ḏꜣjs.w | 1...n | jpw | rmni̯ | mḫꜣ.t | grḥ | pwy | n.j | jp | wḏꜣ.t | zni̯ | tp | jw | nḥb.t | jṯi̯ | jb | ḫnp | ḥꜣ.tj | jri̯ | šꜥ.t | m | jw | n.j | Nzr.t | rḫ | =j | ṯn,"j DAjs,w ⸢7⸣ jpw rmni.w mxA,t grH pwy n jp wDA,t znn!.yw tp.pl jww!.yw nHb.w,t jTT!.y jb.pl xnp.y HA,tj.w jrr!.yw Sa,t m jw n nsr,t r[x.n] =[j] Tn","Translation: Oh, ihr Sieben Weisen, die die Waage tragen in jener Nacht des Berechnens des Udjat-Auges, die die Köpfe abschneiden und die Nacken abtrennen, die die Herzen rauben und die Herzen wegnehmen, die ein Gemetzel auf der Insel der ""Flammenden"" veranstalten, ich kenne euch! | Transliteration: j ḏꜣjs,w ⸢7⸣ jpw rmni̯.w mḫꜣ,t grḥ pwy n jp wḏꜣ,t znn!.yw tp.pl jww!.yw nḥb.w,t jṯṯ!.y jb.pl ḫnp.y ḥꜣ,tj.w jrr!.yw šꜥ,t m jw n Nsr,t r[ḫ.n] =[j] ṯn | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D098103,IBUBd6w6Wy8PI019tyr8P3LkKYs,tb,NK,Upper Egypt (South of Assiut),"""Der das Herz erkennt und die Herzen untersucht"" ist dein Name.","sjꜣ jb ḏꜥr ḥꜣ,t(j).w rn =k",sja jb dar hatj.w rn k,sjꜣ | jb | ḏꜥr | ḥꜣ.tj | rn | =k,"sjA jb Dar HA,t(j).w rn =k","Translation: ""Der das Herz erkennt und die Herzen untersucht"" ist dein Name. | Transliteration: sjꜣ jb ḏꜥr ḥꜣ,t(j).w rn =k | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D049878,IBUBd7iQKkaW5k8au2pAGTgXs7w,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"Empfange das nechenem-Öl, damit du dich mit der großen Sonnenscheibe vereinigen mögest.",šzp =k 〈n〉ẖnm ẖnm =k m jtn wr,szp k nhnm hnm k m jtn wr,šzp | =k | nẖnm | ẖnm | =k | m | jtn | wr,Szp =k 〈n〉Xnm Xnm =k m jtn wr,"Translation: Empfange das nechenem-Öl, damit du dich mit der großen Sonnenscheibe vereinigen mögest. | Transliteration: šzp =k 〈n〉ẖnm ẖnm =k m jtn wr | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D097500,IBUBdzrRrjSPjE8iuRlM3FQIaWs,tb,NK,Upper Egypt (South of Assiut),Ich bin Der mitten darin.,"jnk jm,j-tw =s",jnk jmj-tw s,jnk | jm.wtj | =s,"jnk jm,j-tw =s","Translation: Ich bin Der mitten darin. | Transliteration: jnk jm,j-tw =s | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D061908,IBUBd5QtdCk3005ugfNeTPd708M,sawlit,NK,Middle Egypt (from Kairo to Assiut),"(Und) Ihr sollt hören auf alles, was er sagt,
〈bis〉 er sie an ihren Ort für die Ewigkeit aufgestellt haben wird.""","sḏm =tn m pꜣ j:ḏd =f nb j:jr[i̯]〈.t〉 =f smn =sn ḥr s,t =sn ḏ,t",sdm tn m pa jdd f nb jjri.t f smn sn hr st sn dt,sḏm | =ṯn | m | pꜣ | ḏd | =f | nb | j.jr.t | =f | smn | =sn | ḥr | s.t | =sn | ḏ.t,"sDm =tn m pA j:Dd =f nb j:jr[i]〈.t〉 =f smn =sn Hr s,t =sn D,t","Translation: (Und) Ihr sollt hören auf alles, was er sagt,
〈bis〉 er sie an ihren Ort für die Ewigkeit aufgestellt haben wird."" | Transliteration: sḏm =tn m pꜣ j:ḏd =f nb j:jr[i̯]〈.t〉 =f smn =sn ḥr s,t =sn ḏ,t | Corpus: sawlit | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)"
D031617,IBUBd6biRk1hkkdYqg59NOymOaQ,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Der 'Messer'-Kanal [ist geflutet], ⸢das Binsengefilde⸣ ist [mit Wasser] gefüllt.","[jꜣḫi̯] mr-n-ḫꜣ mḥ s[ḫ],t-[jꜣr,w] [m] [mw]",jahi mr-n-ha mh sht-jarw m mw,jꜣḫi̯ | mr-n-ḫꜣ | mḥ | sḫ.t-jꜣr.w | m | mw,"[jAxi] mr-n-xA mH s[x],t-[jAr,w] [m] [mw]","Translation: Der 'Messer'-Kanal [ist geflutet], ⸢das Binsengefilde⸣ ist [mit Wasser] gefüllt. | Transliteration: [jꜣḫi̯] mr-n-ḫꜣ mḥ s[ḫ],t-[jꜣr,w] [m] [mw] | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D042757,IBUBdx4CunaDWkt3je0OTCwdhhs,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Du hast diesen Pepi Neferkare gezeugt, wie du den Gott, den Herrn der Leiter, gezeugt hast.","msi̯.n =k Ppy Nfr-kꜣ-Rꜥw pn mj msi̯.t =k nṯr nb mꜣq,t",msi.n k ppy nfr-ka-raw pn mj msi.t k ntr nb maqt,msi̯ | =k | Ppy | Nfr-kꜣ-Rꜥw | pn | mj | msi̯ | =k | nṯr | nb | mꜣq.t,"msi.n =k ppy nfr-kA-raw pn mj msi.t =k nTr nb mAq,t","Translation: Du hast diesen Pepi Neferkare gezeugt, wie du den Gott, den Herrn der Leiter, gezeugt hast. | Transliteration: msi̯.n =k Ppy Nfr-kꜣ-Rꜥw pn mj msi̯.t =k nṯr nb mꜣq,t | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D085927,IBUBd07QNdmCdkt6mp9oi8wRHNQ,tb,NK,Upper Egypt (South of Assiut),Die zwischen den Elenden und den Mächtigen entscheiden.,wpp.w mꜣr ḥnꜥ wsr,wpp.w mar hna wsr,wpi̯ | mꜣr | ḥnꜥ | wsr,wpp.w mAr Hna wsr,Translation: Die zwischen den Elenden und den Mächtigen entscheiden. | Transliteration: wpp.w mꜣr ḥnꜥ wsr | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)
D073957,IBUBd5JCNUgBckBLutHR0ghM3x0,sawlit,TIP - Roman times,Middle Egypt (from Kairo to Assiut),(und) möge sie dein Herz durchziehen!,pẖr =f jb =k,phr f jb k,pẖr | =f | jb | =k,pXr =f jb =k,Translation: (und) möge sie dein Herz durchziehen! | Transliteration: pẖr =f jb =k | Corpus: sawlit | Date: TIP - Roman times | Findspot: Middle Egypt (from Kairo to Assiut)
D053180,IBUBd9OGZ53jtEy4tQpLDavN0vo,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Das östliche Behdet jubelt deinem Ka zu!""","[...] Bḥd,t-jꜣb,t nhm n kꜣ =k",... bhdt-jabt nhm n ka k,Bḥd.t-jꜣb.tjt | nhm | n | kꜣ | =k,"[...] bHd,t-jAb,t nhm n kA =k","Translation: ""Das östliche Behdet jubelt deinem Ka zu!"" | Transliteration: [...] Bḥd,t-jꜣb,t nhm n kꜣ =k | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D100237,IBUBdWaANkPRgE2yiQ7Aj24Geqo,tb,NK,Middle Egypt (from Kairo to Assiut),Mögest du an ihrer Spitze machtvoll sein!,sḫm =k ḫnt =sn,shm k hnt sn,sḫm | =k | ḫnt | =sn,sxm =k xnt =sn,Translation: Mögest du an ihrer Spitze machtvoll sein! | Transliteration: sḫm =k ḫnt =sn | Corpus: tb | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)
D064435,IBUBd8hSSmAoeUHdiRRGQHu8XlA,sawlit,TIP - Roman times,unknown,"Pharao - LHG - ließ Opfer vor ihm durchführen von Memphis an bis hin zum ""See der Reinigung [des Fal]ken"" (?), während [ein] Teppich (?) (aus) [---]-Pflanzen (?) und ... unter (?) ihm entfaltet war, so dass er [nicht] den Boden berührte.","ḏi̯{.t} ⸢pr-ꜥꜣ⸣ [ꜥnḫ]-(w)ḏꜣ-s(nb) ⸢jri̯⸣[{.t}] =[w] ꜥb,t (r-)ḥꜣ,t =f n-ṯꜣ-n Mn-nfr r-hꜣn-r pꜣ š{,t} n wꜥb ⸢n⸣ ⸮[bj]⸢k⸣? jw [wꜥ] ḫj~nꜣ~tj [_]n[_] wḥꜥ.pl prḫ.t ⸮ẖr-[__]? =f jw [bw] jri̯ =f dks r pꜣ jtn{,wt.pl}",di.t pr-aa anh-wda-snb jri.t w abt r-hat f n-ta-n mn-nfr r-han-r pa st n wab n bjk jw wa hjnatj _n_ wha.pl prh.t hr-__ f jw bw jri f dks r pa jtnwt.pl,rḏi̯ | pr-ꜥꜣ | ꜥnḫ-wḏꜣ-snb | jri̯ | =w | ꜥꜣb.t | r-ḥꜣ.t | =f | n-ṯꜣ-n | Mn-nfr | r-hn-r | pꜣ | š | n.j | wꜥb | n.j | bjk | jw | wꜥ | ḫnt | _ | prḫ | _ | =f | jw | bw | jri̯ | =f | dgs | r | pꜣ | jtn,"Di{.t} ⸢pr-aA⸣ [anx]-(w)DA-s(nb) ⸢jri⸣[{.t}] =[w] ab,t (r-)HA,t =f n-TA-n mn-nfr r-hAn-r pA S{,t} n wab ⸢n⸣ ⸮[bj]⸢k⸣? jw [wa] xj~nA~tj [_]n[_] wHa.pl prx.t ⸮Xr-[__]? =f jw [bw] jri =f dks r pA jtn{,wt.pl}","Translation: Pharao - LHG - ließ Opfer vor ihm durchführen von Memphis an bis hin zum ""See der Reinigung [des Fal]ken"" (?), während [ein] Teppich (?) (aus) [---]-Pflanzen (?) und ... unter (?) ihm entfaltet war, so dass er [nicht] den Boden berührte. | Transliteration: ḏi̯{.t} ⸢pr-ꜥꜣ⸣ [ꜥnḫ]-(w)ḏꜣ-s(nb) ⸢jri̯⸣[{.t}] =[w] ꜥb,t (r-)ḥꜣ,t =f n-ṯꜣ-n Mn-nfr r-hꜣn-r pꜣ š{,t} n wꜥb ⸢n⸣ ⸮[bj]⸢k⸣? jw [wꜥ] ḫj~nꜣ~tj [_]n[_] wḥꜥ.pl prḫ.t ⸮ẖr-[__]? =f jw [bw] jri̯ =f dks r pꜣ jtn{,wt.pl} | Corpus: sawlit | Date: TIP - Roman times | Findspot: unknown"
D040725,IBUBd0ylQ6x0dkSrntWb1UssFJA,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Deine Reinigung ist die Reinigung deines Kas.,"nṯr(,j) =k nṯr(,j) kꜣ =k",ntrj k ntrj ka k,nṯr.j | =k | nṯr.j | kꜣ | =k,"nTr(,j) =k nTr(,j) kA =k","Translation: Deine Reinigung ist die Reinigung deines Kas. | Transliteration: nṯr(,j) =k nṯr(,j) kꜣ =k | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D089709,IBUBd7rYDpCaI0d3nZV9hSErRpc,tb,TIP - Roman times,Upper Egypt (South of Assiut),"Ich existiere in ihm (Opfergefilde), wie sein Bewohner.","wnn =j jm =s mj jm,j =s",wnn j jm s mj jmj s,wnn | =j | m | =s | mj | jm.j | =s,"wnn =j jm =s mj jm,j =s","Translation: Ich existiere in ihm (Opfergefilde), wie sein Bewohner. | Transliteration: wnn =j jm =s mj jm,j =s | Corpus: tb | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D035634,IBUBd0PwdxgArkDhojYwhXkEzZg,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Wach auf!,j:rs,jrs,rs,j:rs,Translation: Wach auf! | Transliteration: j:rs | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D087759,IBUBd8mi7MaNEEb0rWDGqaMu3hw,tb,NK,Upper Egypt (South of Assiut),Er gleitet im Westen (hinab).,"jw =f ḫpi̯ =f m jmn,tt",jw f hpi f m jmntt,jw | =f | ḫpi̯ | =f | m | jmn.tjt,"jw =f xpi =f m jmn,tt","Translation: Er gleitet im Westen (hinab). | Transliteration: jw =f ḫpi̯ =f m jmn,tt | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D042760,IBUBd8MFLDZPhkfSv0qdgWZl8gY,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Das Horusauge hüpft(?) auf den Flügel des Thot auf der östlichen Seite der Leiter des Gottes.,"nbḏbḏ jr,t-Ḥr,w tp ḏnḥ Ḏḥw,tj m gs jꜣb(,j) n(,j) mꜣq,t nṯr",nbdbd jrt-hrw tp dnh dhwtj m gs jabj nj maqt ntr,nbḏbḏ | jr.t-Ḥr.w | tp | ḏnḥ | Ḏḥw.tj | m | gs | jꜣb.j | n.j | mꜣq.t | nṯr,"nbDbD jr,t-Hr,w tp DnH DHw,tj m gs jAb(,j) n(,j) mAq,t nTr","Translation: Das Horusauge hüpft(?) auf den Flügel des Thot auf der östlichen Seite der Leiter des Gottes. | Transliteration: nbḏbḏ jr,t-Ḥr,w tp ḏnḥ Ḏḥw,tj m gs jꜣb(,j) n(,j) mꜣq,t nṯr | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D056623,IBUBd25zrQ7DzUpcuwEyLJFyr0E,sawlit,TIP - Roman times,Upper Egypt (South of Assiut),"Tue Gutes, damit du Wohlstand erreichst!","j:jri̯ nfr pḥ =k wn,w ={j}",jjri nfr ph k wnw j,jri̯ | nfr | pḥ | =k | wn.w | =j,"j:jri nfr pH =k wn,w ={j}","Translation: Tue Gutes, damit du Wohlstand erreichst! | Transliteration: j:jri̯ nfr pḥ =k wn,w ={j} | Corpus: sawlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D064451,IBUBdxzrvF0BM0gXhTElOlFvM84,sawlit,TIP - Roman times,unknown,"""[--- Hathor, Herrin des] roten [Sees] und die Herren der Unterwelt und [---] der Pavian (d.h. Thot).","[...] ⸢dš⸣r.t ḥnꜥ [n]⸢ꜣ⸣ nb.w.pl-dwꜣ,t ḥ[n]⸢ꜥ⸣ [...] ⸢pꜣ⸣ ꜣꜥꜥnj",... dsr.t hna na nb.w.pl-dwat hna ... pa aaanj,dšr | ḥnꜥ | nꜣ | Nb-dwꜣ.t | ḥnꜥ | pꜣ | Jꜥnꜥ,"[...] ⸢dS⸣r.t Hna [n]⸢A⸣ nb.w.pl-dwA,t H[n]⸢a⸣ [...] ⸢pA⸣ Aaanj","Translation: ""[--- Hathor, Herrin des] roten [Sees] und die Herren der Unterwelt und [---] der Pavian (d.h. Thot). | Transliteration: [...] ⸢dš⸣r.t ḥnꜥ [n]⸢ꜣ⸣ nb.w.pl-dwꜣ,t ḥ[n]⸢ꜥ⸣ [...] ⸢pꜣ⸣ ꜣꜥꜥnj | Corpus: sawlit | Date: TIP - Roman times | Findspot: unknown"
D062840,IBUBdW9lUIMmIUiikFfUCMq08g0,sawlit,NK,Middle Egypt (from Kairo to Assiut),What the pyramid hid has come to be empty.,jw jmn.t.n mḥr wꜣi̯ r šwi̯.t,jw jmn.t.n mhr wai r swi.t,jw | jmn | mr | wꜣi̯ | r | šwi̯,jw jmn.t.n mHr wAi r Swi.t,Translation: What the pyramid hid has come to be empty. | Transliteration: jw jmn.t.n mḥr wꜣi̯ r šwi̯.t | Corpus: sawlit | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)
D029939,IBUBdyMGxwxmZEm1qhfguFD2A5w,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),,ḏ(d)-mdw,dd-mdw,ḏd-mdw,D(d)-mdw,Transliteration: ḏ(d)-mdw | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D089927,IBUBdxES501WCU8biGjwCNWCv5A,tb,NK,Middle Egypt (from Kairo to Assiut),"Hiermit führe ich dir die Bande des Seth in Fesseln gelegt (""indem ihre Stricke an ihnen sind"") vor.","jni̯.n =j n =k zmꜣ,t Stš qꜣs.w,t =sn r =sn",jni.n j n k zmat sts qas.wt sn r sn,jni̯ | =j | n | =k | zmꜣ.yt | Stẖ | qꜣs | =sn | r | =sn,"jni.n =j n =k zmA,t stS qAs.w,t =sn r =sn","Translation: Hiermit führe ich dir die Bande des Seth in Fesseln gelegt (""indem ihre Stricke an ihnen sind"") vor. | Transliteration: jni̯.n =j n =k zmꜣ,t Stš qꜣs.w,t =sn r =sn | Corpus: tb | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)"
D088041,IBUBdxcxZ1hl4UPPgfoAgmUHLYk,tb,NK,Upper Egypt (South of Assiut),Die Erde soll grünen!,wꜣḏ tꜣ,wad ta,wꜣḏ | tꜣ,wAD tA,Translation: Die Erde soll grünen! | Transliteration: wꜣḏ tꜣ | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)
D036227,IBUBd7y8SNQnn0XYhnumcExFlqc,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Ich bin vollständig, ich bin vollständig.",tm.kj tm.kj,tm.kj tm.kj,tm | tm,tm.kj tm.kj,"Translation: Ich bin vollständig, ich bin vollständig. | Transliteration: tm.kj tm.kj | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D031980,IBUBd21tfQEcBUXKkLw7QshVnM0,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),O Osiris Pepi!,"hꜣ (W)sr(,w) Ppy",ha wsrw ppy,hꜣ | Wsjr | Ppy,"hA (w)sr(,w) ppy","Translation: O Osiris Pepi! | Transliteration: hꜣ (W)sr(,w) Ppy | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D052960,IBUBdWZaTg6YRUKdklwpoJCQqQs,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Die Nilschwemme kommt auf den Befehl deines Wortes hin, 〈um〉 die Menschen leben zu lassen von dem Nass, das aus deinem Leibe herauskommt!""","jwi̯ ḥꜥp(j) m wḏ,t tp-rʾ =k 〈jw〉 sꜥnḫ r(m)t.pl m rḏ,w pri̯ m ḥꜥ(,w) =k",jwi hapj m wdt tp-ra k jw sanh rmt.pl m rdw pri m haw k,jwi̯ | ḥꜥpj | m | wḏ.t | tp-rʾ | =k | r | sꜥnḫ | rmṯ | m | rḏw | pri̯ | m | ḥꜥ.w | =k,"jwi Hap(j) m wD,t tp-rA =k 〈jw〉 sanx r(m)t.pl m rD,w pri m Ha(,w) =k","Translation: ""Die Nilschwemme kommt auf den Befehl deines Wortes hin, 〈um〉 die Menschen leben zu lassen von dem Nass, das aus deinem Leibe herauskommt!"" | Transliteration: jwi̯ ḥꜥp(j) m wḏ,t tp-rʾ =k 〈jw〉 sꜥnḫ r(m)t.pl m rḏ,w pri̯ m ḥꜥ(,w) =k | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
