doc_id,topic_tags_zh,summary_zh,matched_chinese_rules,annotation_source
D032463,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D041567,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032814,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:horus；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D031633,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D043371,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D031142,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:horus；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D042083,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D030769,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:mwt；金字塔文本:pyramid,rule_based
D031922,神祇信仰；太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“神祇信仰、太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D039963,奥西里斯信仰；太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“奥西里斯信仰、太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D031472,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D035878,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D040461,太阳崇拜；死亡与亡灵；祭祀供奉；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、祭祀供奉、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；祭祀供奉:opfer；金字塔文本:pyramid,rule_based
D043028,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D030467,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D039926,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D041852,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D035454,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D040483,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032011,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032772,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:horus；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D043467,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:horus；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D042000,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；太阳崇拜:ra；荷鲁斯信仰:horus；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D040507,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D042231,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D043095,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D031217,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D036189,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032437,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D038357,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D034373,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D036094,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D034171,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032960,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D037916,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032685,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:horus；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D037891,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D036264,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D034622,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:horus；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D035587,太阳崇拜；来世观念；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、来世观念、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；来世观念:duat；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D036885,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D029888,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D038875,太阳崇拜；死亡与亡灵；祭祀供奉；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、祭祀供奉、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；祭祀供奉:opfer；金字塔文本:pyramid,rule_based
D038212,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；太阳崇拜:ra；荷鲁斯信仰:horus；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D042828,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本；生命与保护,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本、生命与保护”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid；生命与保护:anh,rule_based
D040388,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032072,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D031587,神祇信仰；太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“神祇信仰、太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D036141,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D029905,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D039355,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D033819,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D041158,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D034801,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D039731,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032993,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D042084,奥西里斯信仰；太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“奥西里斯信仰、太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D030888,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032150,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D035209,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:horus；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D031697,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D034995,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D037352,奥西里斯信仰；太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“奥西里斯信仰、太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D040168,神祇信仰；太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“神祇信仰、太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D039165,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D042585,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D032571,太阳崇拜；荷鲁斯信仰；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D039057,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D037724,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D033842,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D033164,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
D031249,太阳崇拜；死亡与亡灵；金字塔文本,该文本涉及“太阳崇拜、死亡与亡灵、金字塔文本”等主题，来源语料为 bbawpyramidentexte。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba；金字塔文本:pyramid,rule_based
